COPY autorzy_pytan FROM STDIN DELIMITER ';' NULL 'null';
24;390
26;391
20;392
15;393
23;394
28;395
200;396
10;397
1;398
202;399
4;400
26;401
20;402
26;403
4;404
206;405
7;406
204;407
2;408
4;409
202;410
25;411
0;412
204;413
202;414
0;415
203;416
17;417
12;418
10;419
205;420
24;421
207;422
10;423
17;424
3;425
9;426
204;427
25;428
3;429
20;430
9;431
205;432
26;433
28;434
20;435
28;436
201;437
18;438
8;439
0;440
21;441
15;442
24;443
7;444
7;445
2;446
26;447
14;448
6;449
209;450
202;451
206;452
8;453
23;454
10;455
22;456
208;457
8;458
19;459
3;460
25;461
13;462
29;463
203;464
29;465
14;466
1;467
200;468
24;469
9;470
205;471
8;472
5;473
205;474
202;475
25;476
209;477
1;478
18;479
8;480
28;481
10;482
23;483
29;484
14;485
16;486
28;487
17;488
206;489
7;490
11;491
204;492
16;493
207;494
208;495
18;496
20;497
29;498
0;499
202;500
18;501
12;502
202;503
15;504
1;505
27;506
7;507
208;508
0;509
206;510
204;511
206;512
3;513
27;514
15;515
25;516
12;517
11;518
7;519
205;520
200;521
26;522
1;523
204;524
25;525
17;526
21;527
203;528
200;529
203;530
20;531
205;532
17;533
22;534
10;535
13;536
208;537
200;538
203;539
17;540
200;541
18;542
204;543
19;544
206;545
28;546
28;547
26;548
202;549
206;550
11;551
208;552
20;553
201;554
0;555
200;556
9;557
18;558
204;559
202;560
205;561
11;562
18;563
18;564
16;565
3;566
29;567
206;568
25;569
17;570
15;571
209;572
27;573
207;574
6;575
205;576
24;577
3;578
2;579
2;580
201;581
18;582
201;583
9;584
3;585
8;586
204;587
1;588
27;589
22;590
208;591
2;592
205;593
27;594
10;595
209;596
22;597
206;598
22;599
7;600
3;601
2;602
17;603
17;604
9;605
6;606
25;607
1;608
0;609
26;610
8;611
7;612
2;613
18;614
207;615
200;616
8;617
209;618
206;619
7;620
201;621
11;622
200;623
13;624
25;625
207;626
204;627
0;628
1;629
25;630
20;631
206;632
23;633
20;634
203;635
24;636
208;637
206;638
201;639
20;640
13;641
201;642
205;643
23;644
10;645
23;646
23;647
6;648
27;649
4;650
16;651
13;652
19;653
1;654
26;655
24;656
21;657
19;658
21;659
20;660
15;661
203;662
208;663
201;664
7;665
15;666
7;667
10;668
209;669
206;670
202;671
2;672
24;673
12;674
18;675
8;676
15;677
16;678
14;679
15;680
207;681
200;682
18;683
8;684
205;685
2;686
206;687
16;688
207;689
27;690
1;691
204;692
11;693
24;694
4;695
15;696
5;697
28;698
13;699
208;700
\.
